GEO_ID,NAME,H002001,H002002,H002003,H002004,H002005
id,Geographic Area Name,Total,Total!!Urban,Total!!Urban!!Inside urbanized areas,Total!!Urban!!Inside urban clusters,Total!!Rural
0500000US17175,"Stark County, Illinois",2674,0,0,0,2674
0500000US17193,"White County, Illinois",7181,2704,0,2704,4477
0500000US17181,"Union County, Illinois",7924,2815,0,2815,5109
0500000US17171,"Scott County, Illinois",2459,0,0,0,2459
0500000US17183,"Vermilion County, Illinois",36318,25236,22818,2418,11082
0500000US17185,"Wabash County, Illinois",5585,3488,0,3488,2097
0500000US17187,"Warren County, Illinois",7682,3882,0,3882,3800
0500000US17189,"Washington County, Illinois",6534,1747,0,1747,4787
0500000US17191,"Wayne County, Illinois",7975,2654,0,2654,5321
0500000US17195,"Whiteside County, Illinois",25770,16580,0,16580,9190
0500000US17197,"Will County, Illinois",237501,227315,218400,8915,10186
0500000US17199,"Williamson County, Illinois",30359,20352,18625,1727,10007
0500000US17201,"Winnebago County, Illinois",125965,116064,116064,0,9901
0500000US17203,"Woodford County, Illinois",15145,6683,1972,4711,8462
0500000US18015,"Carroll County, Indiana",9472,1994,0,1994,7478
0500000US18005,"Bartholomew County, Indiana",33098,22588,22588,0,10510
0500000US18001,"Adams County, Indiana",13014,7332,0,7332,5682
0500000US18003,"Allen County, Indiana",152184,136653,136653,0,15531
0500000US18007,"Benton County, Indiana",3937,0,0,0,3937
0500000US18009,"Blackford County, Indiana",6051,3132,0,3132,2919
0500000US18011,"Boone County, Indiana",22754,15102,8187,6915,7652
0500000US18013,"Brown County, Indiana",8285,0,0,0,8285
0500000US18039,"Elkhart County, Indiana",77767,63921,59661,4260,13846
0500000US18017,"Cass County, Indiana",16474,9049,0,9049,7425
0500000US18019,"Clark County, Indiana",47776,38475,35515,2960,9301
0500000US18021,"Clay County, Indiana",11703,4655,4655,0,7048
0500000US18023,"Clinton County, Indiana",13321,6666,0,6666,6655
0500000US18025,"Crawford County, Indiana",5520,0,0,0,5520
0500000US18027,"Daviess County, Indiana",12471,5557,0,5557,6914
0500000US18029,"Dearborn County, Indiana",20171,9676,3767,5909,10495
0500000US18031,"Decatur County, Indiana",11209,5351,0,5351,5858
0500000US18033,"DeKalb County, Indiana",17558,10435,0,10435,7123
0500000US18035,"Delaware County, Indiana",52357,40744,40744,0,11613
0500000US18037,"Dubois County, Indiana",17384,8945,0,8945,8439
0500000US18049,"Fulton County, Indiana",9708,3584,0,3584,6124
0500000US18041,"Fayette County, Indiana",10898,7190,0,7190,3708
0500000US18043,"Floyd County, Indiana",31968,25995,25995,0,5973
0500000US18045,"Fountain County, Indiana",7865,2701,0,2701,5164
0500000US18051,"Gibson County, Indiana",14645,7121,0,7121,7524
0500000US18047,"Franklin County, Indiana",9538,1013,0,1013,8525
0500000US29167,"Polk County, Missouri",13304,4184,0,4184,9120
0500000US29185,"St. Clair County, Missouri",5640,0,0,0,5640
0500000US18053,"Grant County, Indiana",30443,21795,0,21795,8648
0500000US18055,"Greene County, Indiana",15211,4163,0,4163,11048
0500000US18057,"Hamilton County, Indiana",106772,100554,99086,1468,6218
0500000US29169,"Pulaski County, Missouri",17904,8091,0,8091,9813
0500000US29171,"Putnam County, Missouri",2982,0,0,0,2982
0500000US29173,"Ralls County, Missouri",5183,172,0,172,5011
0500000US29177,"Ray County, Missouri",9984,2751,0,2751,7233
0500000US29175,"Randolph County, Missouri",10714,5688,0,5688,5026
0500000US29179,"Reynolds County, Missouri",4033,0,0,0,4033
0500000US37079,"Greene County, North Carolina",8213,0,0,0,8213
0500000US37069,"Franklin County, North Carolina",26577,3554,1911,1643,23023
0500000US37071,"Gaston County, North Carolina",88686,71486,68459,3027,17200
0500000US37073,"Gates County, North Carolina",5208,0,0,0,5208
0500000US37075,"Graham County, North Carolina",5930,0,0,0,5930
0500000US37077,"Granville County, North Carolina",22827,8901,373,8528,13926
0500000US37091,"Hertford County, North Carolina",10635,3326,0,3326,7309
0500000US37087,"Haywood County, North Carolina",34954,13944,13944,0,21010
0500000US37089,"Henderson County, North Carolina",54710,36055,36055,0,18655
0500000US37081,"Guilford County, North Carolina",218017,191694,191694,0,26323
0500000US37083,"Halifax County, North Carolina",25781,11164,0,11164,14617
0500000US37085,"Harnett County, North Carolina",46731,19904,5209,14695,26827
0500000US37107,"Lenoir County, North Carolina",27437,15851,0,15851,11586
0500000US37093,"Hoke County, North Carolina",18211,10317,10317,0,7894
0500000US37095,"Hyde County, North Carolina",3347,0,0,0,3347
0500000US37097,"Iredell County, North Carolina",69013,42878,42878,0,26135
0500000US37099,"Jackson County, North Carolina",25948,4239,0,4239,21709
0500000US37101,"Johnston County, North Carolina",67682,32022,14567,17455,35660
0500000US37103,"Jones County, North Carolina",4838,0,0,0,4838
0500000US37105,"Lee County, North Carolina",24136,13847,0,13847,10289
0500000US37129,"New Hanover County, North Carolina",101436,98920,98920,0,2516
0500000US37109,"Lincoln County, North Carolina",33641,15712,4731,10981,17929
0500000US37113,"Macon County, North Carolina",25245,3709,0,3709,21536
0500000US37115,"Madison County, North Carolina",10608,596,596,0,10012
0500000US37117,"Martin County, North Carolina",11704,2644,0,2644,9060
0500000US37119,"Mecklenburg County, North Carolina",398510,394307,394307,0,4203
0500000US37123,"Montgomery County, North Carolina",15914,2391,0,2391,13523
0500000US37121,"Mitchell County, North Carolina",8713,1287,0,1287,7426
0500000US37125,"Moore County, North Carolina",43940,22826,0,22826,21114
0500000US37127,"Nash County, North Carolina",42286,22710,22710,0,19576
0500000US48023,"Baylor County, Texas",2665,0,0,0,2665
0500000US37111,"McDowell County, North Carolina",20808,5969,0,5969,14839
0500000US37131,"Northampton County, North Carolina",11674,1107,0,1107,10567
0500000US37133,"Onslow County, North Carolina",68226,46057,35093,10964,22169
0500000US37135,"Orange County, North Carolina",55597,39019,39019,0,16578
0500000US48001,"Anderson County, Texas",20116,8126,0,8126,11990
0500000US48007,"Aransas County, Texas",15355,10869,0,10869,4486
0500000US48003,"Andrews County, Texas",5814,4841,0,4841,973
0500000US48005,"Angelina County, Texas",35589,19304,0,19304,16285
0500000US48009,"Archer County, Texas",4107,399,399,0,3708
0500000US48011,"Armstrong County, Texas",904,0,0,0,904
0500000US48015,"Austin County, Texas",12926,4039,0,4039,8887
0500000US48017,"Bailey County, Texas",2784,1874,0,1874,910
0500000US48019,"Bandera County, Texas",11561,0,0,0,11561
0500000US48021,"Bastrop County, Texas",29316,9887,0,9887,19429
0500000US48013,"Atascosa County, Texas",17631,6879,0,6879,10752
0500000US47179,"Washington County, Tennessee",57254,42723,42723,0,14531
0500000US47187,"Williamson County, Tennessee",68498,54536,44637,9899,13962
0500000US47181,"Wayne County, Tennessee",7287,0,0,0,7287
0500000US47183,"Weakley County, Tennessee",15495,4653,0,4653,10842
0500000US47189,"Wilson County, Tennessee",45568,27971,16415,11556,17597
0500000US48025,"Bee County, Texas",10649,6295,0,6295,4354
0500000US48027,"Bell County, Texas",125470,106435,106167,268,19035
0500000US48031,"Blanco County, Texas",5532,0,0,0,5532
0500000US48035,"Bosque County, Texas",9623,1494,0,1494,8129
0500000US48039,"Brazoria County, Texas",118336,92159,86055,6104,26177
0500000US48043,"Brewster County, Texas",5383,3081,0,3081,2302
0500000US48045,"Briscoe County, Texas",953,0,0,0,953
0500000US48047,"Brooks County, Texas",3239,2119,0,2119,1120
0500000US48029,"Bexar County, Texas",662872,634274,633371,903,28598
0500000US48041,"Brazos County, Texas",77700,68363,68363,0,9337
0500000US48033,"Borden County, Texas",385,0,0,0,385
0500000US48037,"Bowie County, Texas",38493,25526,21981,3545,12967
0500000US48051,"Burleson County, Texas",8832,1603,0,1603,7229
0500000US48049,"Brown County, Texas",18287,9690,0,9690,8597
0500000US48069,"Castro County, Texas",3166,1656,0,1656,1510
0500000US48059,"Callahan County, Texas",6549,1653,0,1653,4896
0500000US48053,"Burnet County, Texas",20870,8645,0,8645,12225
0500000US48055,"Caldwell County, Texas",13759,7437,966,6471,6322
0500000US48057,"Calhoun County, Texas",11410,4638,0,4638,6772
0500000US48061,"Cameron County, Texas",141924,129600,115724,13876,12324
0500000US48063,"Camp County, Texas",5656,1921,0,1921,3735
0500000US48065,"Carson County, Texas",2784,130,0,130,2654
0500000US48067,"Cass County, Texas",14379,3592,0,3592,10787
0500000US48085,"Collin County, Texas",300960,285275,281405,3870,15685
0500000US48071,"Chambers County, Texas",13291,6646,4302,2344,6645
0500000US48073,"Cherokee County, Texas",20859,6613,6,6607,14246
0500000US48075,"Childress County, Texas",2883,2295,0,2295,588
0500000US48077,"Clay County, Texas",5150,1260,0,1260,3890
0500000US48079,"Cochran County, Texas",1360,0,0,0,1360
0500000US48081,"Coke County, Texas",2667,0,0,0,2667
0500000US48083,"Coleman County, Texas",5543,2356,0,2356,3187
0500000US48087,"Collingsworth County, Texas",1616,0,0,0,1616
0500000US48089,"Colorado County, Texas",10527,3392,0,3392,7135
0500000US48091,"Comal County, Texas",47108,25252,22008,3244,21856
0500000US48093,"Comanche County, Texas",7223,1769,0,1769,5454
0500000US48095,"Concho County, Texas",1637,0,0,0,1637
0500000US48097,"Cooke County, Texas",16606,6459,0,6459,10147
0500000US48103,"Crane County, Texas",1632,1442,0,1442,190
0500000US48099,"Coryell County, Texas",25178,18627,15553,3074,6551
0500000US18171,"Warren County, Indiana",3680,870,0,870,2810
0500000US18173,"Warrick County, Indiana",24203,17196,14282,2914,7007
0500000US18175,"Washington County, Indiana",12220,3013,0,3013,9207
0500000US18177,"Wayne County, Indiana",31242,21808,0,21808,9434
0500000US18179,"Wells County, Indiana",11659,6115,0,6115,5544
0500000US18181,"White County, Indiana",12970,4443,0,4443,8527
0500000US18183,"Whitley County, Indiana",14281,4235,122,4113,10046
0500000US19001,"Adair County, Iowa",3698,0,0,0,3698
0500000US19017,"Bremer County, Iowa",9915,3218,0,3218,6697
0500000US19005,"Allamakee County, Iowa",7617,1862,0,1862,5755
0500000US19003,"Adams County, Iowa",2010,0,0,0,2010
0500000US19013,"Black Hawk County, Iowa",55887,48511,48511,0,7376
0500000US19011,"Benton County, Iowa",11095,2192,0,2192,8903
0500000US19009,"Audubon County, Iowa",2972,0,0,0,2972
0500000US19007,"Appanoose County, Iowa",6633,2802,0,2802,3831
0500000US19015,"Boone County, Iowa",11756,6096,115,5981,5660
0500000US19019,"Buchanan County, Iowa",8968,2996,0,2996,5972
0500000US19035,"Cherokee County, Iowa",5777,2294,0,2294,3483
0500000US19021,"Buena Vista County, Iowa",8237,4110,0,4110,4127
0500000US19023,"Butler County, Iowa",6682,0,0,0,6682
0500000US19025,"Calhoun County, Iowa",5108,0,0,0,5108
0500000US19027,"Carroll County, Iowa",9376,4648,0,4648,4728
0500000US19029,"Cass County, Iowa",6591,3102,0,3102,3489
0500000US19031,"Cedar County, Iowa",8064,1448,0,1448,6616
0500000US19033,"Cerro Gordo County, Iowa",22163,18036,0,18036,4127
0500000US19047,"Crawford County, Iowa",6943,2940,0,2940,4003
0500000US19037,"Chickasaw County, Iowa",5679,1563,0,1563,4116
0500000US19039,"Clarke County, Iowa",4086,2127,0,2127,1959
0500000US19041,"Clay County, Iowa",8062,5303,0,5303,2759
0500000US19043,"Clayton County, Iowa",8999,351,0,351,8648
0500000US19045,"Clinton County, Iowa",21733,15096,0,15096,6637
0500000US38005,"Benson County, North Dakota",2950,0,0,0,2950
0500000US38009,"Bottineau County, North Dakota",4341,0,0,0,4341
0500000US38007,"Billings County, North Dakota",484,0,0,0,484
0500000US38015,"Burleigh County, North Dakota",35754,30235,29188,1047,5519
0500000US38017,"Cass County, North Dakota",67938,61615,61615,0,6323
0500000US38031,"Foster County, North Dakota",1801,0,0,0,1801
0500000US38021,"Dickey County, North Dakota",2636,0,0,0,2636
0500000US38023,"Divide County, North Dakota",1324,0,0,0,1324
0500000US38025,"Dunn County, North Dakota",2132,0,0,0,2132
0500000US38027,"Eddy County, North Dakota",1323,0,0,0,1323
0500000US38029,"Emmons County, North Dakota",2085,0,0,0,2085
0500000US48101,"Cottle County, Texas",968,0,0,0,968
0500000US48105,"Crockett County, Texas",1866,1231,0,1231,635
0500000US48107,"Crosby County, Texas",2902,0,0,0,2902
0500000US48119,"Delta County, Texas",2458,0,0,0,2458
0500000US38033,"Golden Valley County, North Dakota",967,0,0,0,967
0500000US38035,"Grand Forks County, North Dakota",29344,24497,23508,989,4847
0500000US38037,"Grant County, North Dakota",1690,0,0,0,1690
0500000US38039,"Griggs County, North Dakota",1461,0,0,0,1461
0500000US38041,"Hettinger County, North Dakota",1414,0,0,0,1414
0500000US38047,"Logan County, North Dakota",1144,0,0,0,1144
0500000US38051,"McIntosh County, North Dakota",1858,0,0,0,1858
0500000US38053,"McKenzie County, North Dakota",3090,0,0,0,3090
0500000US48109,"Culberson County, Texas",1137,0,0,0,1137
0500000US48111,"Dallam County, Texas",2827,2121,0,2121,706
0500000US48113,"Dallas County, Texas",943257,937332,937332,0,5925
0500000US48115,"Dawson County, Texas",5220,4212,0,4212,1008
0500000US48117,"Deaf Smith County, Texas",7077,5665,0,5665,1412
0500000US48131,"Duval County, Texas",5523,1613,0,1613,3910
0500000US48121,"Denton County, Texas",256139,238183,226951,11232,17956
0500000US48123,"DeWitt County, Texas",9176,3741,0,3741,5435
0500000US48125,"Dickens County, Texas",1282,0,0,0,1282
0500000US48127,"Dimmit County, Texas",4350,2345,0,2345,2005
0500000US48129,"Donley County, Texas",2142,0,0,0,2142
0500000US48147,"Fannin County, Texas",14191,3332,0,3332,10859
0500000US48139,"Ellis County, Texas",54365,36769,30251,6518,17596
0500000US48137,"Edwards County, Texas",1606,0,0,0,1606
0500000US48141,"El Paso County, Texas",270307,264182,261055,3127,6125
0500000US48133,"Eastland County, Texas",10258,3393,0,3393,6865
0500000US48135,"Ector County, Texas",53027,48471,48471,0,4556
0500000US48143,"Erath County, Texas",16987,8936,0,8936,8051
0500000US48145,"Falls County, Texas",7724,2551,0,2551,5173
0500000US48159,"Franklin County, Texas",5770,1438,0,1438,4332
0500000US48149,"Fayette County, Texas",13868,3661,0,3661,10207
0500000US48151,"Fisher County, Texas",2212,0,0,0,2212
0500000US48153,"Floyd County, Texas",3004,1375,0,1375,1629
0500000US48155,"Foard County, Texas",789,0,0,0,789
0500000US48157,"Fort Bend County, Texas",197030,185101,182847,2254,11929
0500000US48173,"Glasscock County, Texas",580,0,0,0,580
0500000US48161,"Freestone County, Texas",9265,2965,0,2965,6300
0500000US48163,"Frio County, Texas",5846,3968,0,3968,1878
0500000US48165,"Gaines County, Texas",6301,2527,0,2527,3774
0500000US48167,"Galveston County, Texas",132492,118695,92136,26559,13797
0500000US48169,"Garza County, Texas",2237,1307,0,1307,930
0500000US48175,"Goliad County, Texas",3710,0,0,0,3710
0500000US48171,"Gillespie County, Texas",12778,5772,0,5772,7006
0500000US48187,"Guadalupe County, Texas",50015,36256,26883,9373,13759
0500000US48177,"Gonzales County, Texas",8794,2645,0,2645,6149
0500000US48179,"Gray County, Texas",10158,8580,0,8580,1578
0500000US48181,"Grayson County, Texas",53727,29993,27041,2952,23734
0500000US48183,"Gregg County, Texas",49514,42693,37510,5183,6821
0500000US48185,"Grimes County, Texas",10917,2691,0,2691,8226
0500000US48203,"Harrison County, Texas",27704,11669,1281,10388,16035
0500000US48189,"Hale County, Texas",13541,9965,0,9965,3576
0500000US48191,"Hall County, Texas",1943,0,0,0,1943
0500000US48193,"Hamilton County, Texas",4566,1432,0,1432,3134
0500000US48195,"Hansford County, Texas",2338,1336,0,1336,1002
0500000US48197,"Hardeman County, Texas",2417,0,0,0,2417
0500000US48199,"Hardin County, Texas",22597,10633,6659,3974,11964
0500000US48201,"Harris County, Texas",1598698,1580172,1580172,0,18526
0500000US48211,"Hemphill County, Texas",1629,1134,0,1134,495
0500000US48213,"Henderson County, Texas",39595,15663,0,15663,23932
0500000US48205,"Hartley County, Texas",1946,1096,0,1096,850
0500000US48207,"Haskell County, Texas",3443,1319,0,1319,2124
0500000US48209,"Hays County, Texas",59417,39854,36108,3746,19563
0500000US19119,"Lyon County, Iowa",4848,0,0,0,4848
0500000US19099,"Jasper County, Iowa",16181,7558,0,7558,8623
0500000US19101,"Jefferson County, Iowa",7594,4535,0,4535,3059
0500000US19103,"Johnson County, Iowa",55967,46233,46233,0,9734
0500000US19111,"Lee County, Iowa",16205,9749,0,9749,6456
0500000US19113,"Linn County, Iowa",92251,81296,79099,2197,10955
0500000US19105,"Jones County, Iowa",8911,3628,0,3628,5283
0500000US19107,"Keokuk County, Iowa",4931,0,0,0,4931
0500000US19109,"Kossuth County, Iowa",7486,2618,0,2618,4868
0500000US19115,"Louisa County, Iowa",5002,0,0,0,5002
0500000US19117,"Lucas County, Iowa",4238,1912,0,1912,2326
0500000US19131,"Mitchell County, Iowa",4850,1720,0,1720,3130
0500000US19121,"Madison County, Iowa",6554,2211,0,2211,4343
0500000US19123,"Mahaska County, Iowa",9766,5599,0,5599,4167
0500000US19125,"Marion County, Iowa",13914,7384,0,7384,6530
0500000US19127,"Marshall County, Iowa",16831,10927,0,10927,5904
0500000US19129,"Mills County, Iowa",6109,2391,0,2391,3718
0500000US19143,"Osceola County, Iowa",2990,1218,0,1218,1772
0500000US19133,"Monona County, Iowa",4697,1367,0,1367,3330
0500000US19135,"Monroe County, Iowa",3884,1660,0,1660,2224
0500000US19137,"Montgomery County, Iowa",5239,2799,0,2799,2440
0500000US19139,"Muscatine County, Iowa",17910,13263,0,13263,4647
0500000US19141,"O'Brien County, Iowa",6649,2230,0,2230,4419
0500000US19163,"Scott County, Iowa",71835,62665,62665,0,9170
0500000US19145,"Page County, Iowa",7181,4744,0,4744,2437
0500000US19147,"Palo Alto County, Iowa",4628,1715,0,1715,2913
0500000US19149,"Plymouth County, Iowa",10550,4018,10,4008,6532
0500000US19151,"Pocahontas County, Iowa",3794,0,0,0,3794
0500000US19153,"Polk County, Iowa",182262,174426,173145,1281,7836
0500000US19155,"Pottawattamie County, Iowa",39330,29060,29060,0,10270
0500000US19157,"Poweshiek County, Iowa",8949,3796,0,3796,5153
0500000US19159,"Ringgold County, Iowa",2613,0,0,0,2613
0500000US19165,"Shelby County, Iowa",5542,2337,0,2337,3205
0500000US19161,"Sac County, Iowa",5429,0,0,0,5429
0500000US19181,"Warren County, Iowa",18371,10577,3485,7092,7794
0500000US19167,"Sioux County, Iowa",12279,5737,0,5737,6542
0500000US19169,"Story County, Iowa",36789,30483,24355,6128,6306
0500000US19171,"Tama County, Iowa",7766,2068,0,2068,5698
0500000US19173,"Taylor County, Iowa",3107,0,0,0,3107
0500000US19175,"Union County, Iowa",5937,3655,0,3655,2282
0500000US19177,"Van Buren County, Iowa",3670,0,0,0,3670
0500000US19179,"Wapello County, Iowa",16098,11172,0,11172,4926
0500000US19193,"Woodbury County, Iowa",41484,33859,33859,0,7625
0500000US19183,"Washington County, Iowa",9516,3022,0,3022,6494
0500000US19185,"Wayne County, Iowa",3212,0,0,0,3212
0500000US19187,"Webster County, Iowa",17035,11147,0,11147,5888
0500000US19189,"Winnebago County, Iowa",5194,1632,0,1632,3562
0500000US19191,"Winneshiek County, Iowa",8721,3318,0,3318,5403
0500000US38049,"McHenry County, North Dakota",2948,0,0,0,2948
0500000US38043,"Kidder County, North Dakota",1674,0,0,0,1674
0500000US19063,"Emmet County, Iowa",4758,2790,0,2790,1968
0500000US19049,"Dallas County, Iowa",27260,18719,14265,4454,8541
0500000US19051,"Davis County, Iowa",3600,0,0,0,3600
0500000US19057,"Des Moines County, Iowa",18535,13837,0,13837,4698
0500000US19053,"Decatur County, Iowa",3834,0,0,0,3834
0500000US19055,"Delaware County, Iowa",8028,2275,0,2275,5753
0500000US19059,"Dickinson County, Iowa",12849,7763,0,7763,5086
0500000US19061,"Dubuque County, Iowa",38951,29312,27660,1652,9639
0500000US19075,"Grundy County, Iowa",5530,0,0,0,5530
0500000US19065,"Fayette County, Iowa",9558,2919,0,2919,6639
0500000US19067,"Floyd County, Iowa",7526,3761,0,3761,3765
0500000US19069,"Franklin County, Iowa",4894,1848,0,1848,3046
0500000US19071,"Fremont County, Iowa",3431,0,0,0,3431
0500000US19073,"Greene County, Iowa",4546,1895,0,1895,2651
0500000US19091,"Humboldt County, Iowa",4684,2512,0,2512,2172
0500000US19077,"Guthrie County, Iowa",5756,0,0,0,5756
0500000US19079,"Hamilton County, Iowa",7219,3641,0,3641,3578
0500000US19081,"Hancock County, Iowa",5330,1550,0,1550,3780
0500000US19083,"Hardin County, Iowa",8224,2382,0,2382,5842
0500000US19085,"Harrison County, Iowa",6731,1284,0,1284,5447
0500000US19087,"Henry County, Iowa",8280,3349,0,3349,4931
0500000US19089,"Howard County, Iowa",4367,1706,0,1706,2661
0500000US37141,"Pender County, North Carolina",26724,7091,907,6184,19633
0500000US19093,"Ida County, Iowa",3426,0,0,0,3426
0500000US19095,"Iowa County, Iowa",7258,1338,0,1338,5920
0500000US19097,"Jackson County, Iowa",9415,4463,0,4463,4952
0500000US37137,"Pamlico County, North Carolina",7534,0,0,0,7534
0500000US37139,"Pasquotank County, North Carolina",16833,10226,0,10226,6607
0500000US37153,"Richmond County, North Carolina",20738,11578,0,11578,9160
0500000US37143,"Perquimans County, North Carolina",6986,0,0,0,6986
0500000US37145,"Person County, North Carolina",18193,4635,0,4635,13558
0500000US37147,"Pitt County, North Carolina",74990,57294,53845,3449,17696
0500000US37149,"Polk County, North Carolina",11432,1027,0,1027,10405
0500000US37151,"Randolph County, North Carolina",61041,26806,9038,17768,34235
0500000US37169,"Stokes County, North Carolina",21924,5046,5046,0,16878
0500000US37161,"Rutherford County, North Carolina",33878,12344,0,12344,21534
0500000US37159,"Rowan County, North Carolina",60211,36656,36656,0,23555
0500000US37163,"Sampson County, North Carolina",27234,4046,0,4046,23188
0500000US37155,"Robeson County, North Carolina",52751,20129,215,19914,32622
0500000US37157,"Rockingham County, North Carolina",43696,17781,0,17781,25915
0500000US37165,"Scotland County, North Carolina",15193,8257,0,8257,6936
0500000US37167,"Stanly County, North Carolina",27110,9063,0,9063,18047
0500000US37181,"Vance County, North Carolina",20082,9227,0,9227,10855
0500000US37171,"Surry County, North Carolina",33667,11031,0,11031,22636
0500000US37173,"Swain County, North Carolina",8723,0,0,0,8723
0500000US37175,"Transylvania County, North Carolina",19163,6560,96,6464,12603
0500000US37177,"Tyrrell County, North Carolina",2068,0,0,0,2068
0500000US37179,"Union County, North Carolina",72870,51155,51155,0,21715
0500000US37195,"Wilson County, North Carolina",35511,22147,278,21869,13364
0500000US37183,"Wake County, North Carolina",371836,349807,344552,5255,22029
0500000US37185,"Warren County, North Carolina",11806,0,0,0,11806
0500000US37187,"Washington County, North Carolina",6491,2003,0,2003,4488
0500000US37189,"Watauga County, North Carolina",32137,8927,0,8927,23210
0500000US37191,"Wayne County, North Carolina",52949,29217,27061,2156,23732
0500000US37197,"Yadkin County, North Carolina",17341,2652,0,2652,14689
0500000US37193,"Wilkes County, North Carolina",33065,8768,0,8768,24297
0500000US37199,"Yancey County, North Carolina",11032,0,0,0,11032
0500000US38011,"Bowman County, North Dakota",1683,0,0,0,1683
0500000US38019,"Cavalier County, North Dakota",2309,0,0,0,2309
0500000US38001,"Adams County, North Dakota",1377,0,0,0,1377
0500000US38003,"Barnes County, North Dakota",5704,3342,0,3342,2362
0500000US38013,"Burke County, North Dakota",1340,0,0,0,1340
0500000US18101,"Martin County, Indiana",4786,1364,0,1364,3422
0500000US18091,"LaPorte County, Indiana",48448,31810,30030,1780,16638
0500000US18093,"Lawrence County, Indiana",21074,9265,0,9265,11809
0500000US18095,"Madison County, Indiana",59068,46345,41936,4409,12723
0500000US18097,"Marion County, Indiana",417862,415739,415739,0,2123
0500000US18099,"Marshall County, Indiana",19845,7372,0,7372,12473
0500000US18113,"Noble County, Indiana",20109,6267,0,6267,13842
0500000US18103,"Miami County, Indiana",15479,8191,125,8066,7288
0500000US18105,"Monroe County, Indiana",59107,45637,45637,0,13470
0500000US18107,"Montgomery County, Indiana",16535,8067,0,8067,8468
0500000US18109,"Morgan County, Indiana",27754,14361,8725,5636,13393
0500000US18111,"Newton County, Indiana",6030,0,0,0,6030
0500000US18129,"Posey County, Indiana",11207,3840,644,3196,7367
0500000US18115,"Ohio County, Indiana",2784,0,0,0,2784
0500000US18117,"Orange County, Indiana",9176,1472,0,1472,7704
0500000US18119,"Owen County, Indiana",10091,0,0,0,10091
0500000US18121,"Parke County, Indiana",8085,1501,0,1501,6584
0500000US18123,"Perry County, Indiana",8495,4276,0,4276,4219
0500000US18127,"Porter County, Indiana",66179,52767,50289,2478,13412
0500000US18125,"Pike County, Indiana",5735,0,0,0,5735
0500000US18141,"St. Joseph County, Indiana",114849,104945,103075,1870,9904
0500000US18131,"Pulaski County, Indiana",6060,1163,0,1163,4897
0500000US18133,"Putnam County, Indiana",14706,5100,0,5100,9606
0500000US18135,"Randolph County, Indiana",11743,4672,593,4079,7071
0500000US18137,"Ripley County, Indiana",11952,2068,0,2068,9884
0500000US18139,"Rush County, Indiana",7508,3114,0,3114,4394
0500000US18157,"Tippecanoe County, Indiana",71096,61305,61305,0,9791
0500000US18143,"Scott County, Indiana",10440,5176,0,5176,5264
0500000US18145,"Shelby County, Indiana",19080,9564,196,9368,9516
0500000US18147,"Spencer County, Indiana",8872,0,0,0,8872
0500000US18149,"Starke County, Indiana",10962,2015,0,2015,8947
0500000US18151,"Steuben County, Indiana",19377,5828,0,5828,13549
0500000US18153,"Sullivan County, Indiana",8939,2211,0,2211,6728
0500000US18155,"Switzerland County, Indiana",4969,0,0,0,4969
0500000US18169,"Wabash County, Indiana",14171,7361,0,7361,6810
0500000US18165,"Vermillion County, Indiana",7488,3071,0,3071,4417
0500000US18167,"Vigo County, Indiana",46006,35115,35115,0,10891
0500000US18159,"Tipton County, Indiana",6998,2784,74,2710,4214
0500000US18161,"Union County, Indiana",3239,0,0,0,3239
0500000US18163,"Vanderburgh County, Indiana",83003,76397,76397,0,6606
0500000US37039,"Cherokee County, North Carolina",17515,0,0,0,17515
0500000US37025,"Cabarrus County, North Carolina",71937,57905,57821,84,14032
0500000US37027,"Caldwell County, North Carolina",37659,24103,24103,0,13556
0500000US37029,"Camden County, North Carolina",4104,32,0,32,4072
0500000US37031,"Carteret County, North Carolina",48179,35096,0,35096,13083
0500000US37033,"Caswell County, North Carolina",10619,94,0,94,10525
0500000US37035,"Catawba County, North Carolina",67886,47580,44477,3103,20306
0500000US37037,"Chatham County, North Carolina",28753,9747,3290,6457,19006
0500000US37049,"Craven County, North Carolina",45002,32499,23602,8897,12503
0500000US37041,"Chowan County, North Carolina",7289,2389,0,2389,4900
0500000US37043,"Clay County, North Carolina",7140,0,0,0,7140
0500000US37045,"Cleveland County, North Carolina",43373,19467,4900,14567,23906
0500000US37051,"Cumberland County, North Carolina",135524,117903,117903,0,17621
0500000US37047,"Columbus County, North Carolina",26042,4424,0,4424,21618
0500000US37067,"Forsyth County, North Carolina",156872,145485,145485,0,11387
0500000US37053,"Currituck County, North Carolina",14453,226,0,226,14227
0500000US37055,"Dare County, North Carolina",33492,23981,0,23981,9511
0500000US37057,"Davidson County, North Carolina",72655,37921,37921,0,34734
0500000US37059,"Davie County, North Carolina",18238,5475,3205,2270,12763
0500000US37061,"Duplin County, North Carolina",25728,3672,0,3672,22056
0500000US37063,"Durham County, North Carolina",120217,113589,113589,0,6628
0500000US37065,"Edgecombe County, North Carolina",24838,13870,8039,5831,10968
0500000US39081,"Jefferson County, Ohio",32826,20316,20316,0,12510
0500000US39099,"Mahoning County, Ohio",111833,96210,92469,3741,15623
0500000US39085,"Lake County, Ohio",101202(r23972),95212,95212,0,5990
0500000US39087,"Lawrence County, Ohio",27603,15447,15447,0,12156
0500000US39089,"Licking County, Ohio",69291,45938,43995,1943,23353
