County,W Weight,Unit Number
"Garden County, Nebraska",0.000,747
"Garfield County, Colorado",0.004,748
"Garfield County, Montana",0.000,749
"Garfield County, Nebraska",0.000,750
"Garfield County, Oklahoma",0.001,751
"Garfield County, Utah",0.000,752
"Garfield County, Washington",0.000,753
"Garland County, Arkansas",0.000,754
"Garrard County, Kentucky",0.000,755
"Garrett County, Maryland",0.000,756
"Garvin County, Oklahoma",0.000,757
"Gaston County, North Carolina",0.000,758
"Gates County, North Carolina",0.000,759
"Geauga County, Ohio",0.000,760
"Genesee County, Michigan",0.000,761
"Genesee County, New York",0.000,762
"Geneva County, Alabama",0.000,763
"George County, Mississippi",0.000,764
"Gibson County, Indiana",0.000,765
"Gibson County, Tennessee",0.000,766
"Gilchrist County, Florida",0.000,767
"Giles County, Tennessee",0.000,768
"Giles County, Virginia",0.000,769
"Gilmer County, Georgia",0.000,770
"Gilmer County, West Virginia",0.000,771
"Gilpin County, Colorado",0.000,772
"Glacier County, Montana",0.000,773
"Glades County, Florida",0.000,774
"Gladwin County, Michigan",0.000,775
"Glascock County, Georgia",0.000,776
"Gloucester County, New Jersey",0.000,777
"Gloucester County, Virginia",0.000,778
"Glynn County, Georgia",0.000,779
"Gogebic County, Michigan",0.000,780
"Golden Valley County, Montana",0.000,781
"Golden Valley County, North Dakota",0.000,782
"Goochland County, Virginia",0.000,783
"Goodhue County, Minnesota",0.000,784
"Gordon County, Georgia",0.000,785
"Goshen County, Wyoming",0.000,786
"Gosper County, Nebraska",0.000,787
"Grady County, Georgia",0.000,788
"Grady County, Oklahoma",0.000,789
"Grafton County, New Hampshire",0.000,790
"Graham County, North Carolina",0.000,791
"Grainger County, Tennessee",0.000,792
"Grand County, Colorado",0.000,793
"Grand County, Utah",0.000,794
"Grand Forks County, North Dakota",0.000,795
"Grand Isle County, Vermont",0.000,796
"Grand Traverse County, Michigan",0.000,797
"Granite County, Montana",0.000,798
"Grant County, Arkansas",0.000,799
"Grant County, Indiana",0.008,800
"Grant County, Kentucky",0.000,801
"Grant County, Minnesota",0.000,802
"Grant County, Nebraska",0.000,803
"Grant County, North Dakota",0.000,804
"Grant County, Oklahoma",0.000,805
"Grant County, South Dakota",0.000,806
"Grant County, Washington",0.000,807
"Grant County, West Virginia",0.000,808
"Grant County, Wisconsin",0.000,809
"Grant Parish, Louisiana",0.000,810
"Granville County, North Carolina",0.000,811
"Gratiot County, Michigan",0.000,812
"Graves County, Kentucky",0.000,813
"Grays Harbor County, Washington",0.000,814
"Grayson County, Kentucky",0.000,815
"Grayson County, Virginia",0.000,816
"Greeley County, Nebraska",0.000,817
"Green County, Kentucky",0.000,818
"Green County, Wisconsin",0.000,819
"Green Lake County, Wisconsin",0.000,820
"Greenbrier County, West Virginia",0.000,821
"Greene County, Alabama",0.000,822
"Greene County, Arkansas",0.000,823
"Greene County, Georgia",0.000,824
"Greene County, Indiana",0.000,825
"Greene County, Iowa",0.000,826
"Greene County, Mississippi",0.000,827
"Greene County, New York",0.000,828
"Greene County, North Carolina",0.000,829
"Greene County, Ohio",0.000,830
"Greene County, Pennsylvania",0.000,831
"Greene County, Tennessee",0.000,832
"Greene County, Virginia",0.000,833
"Greensville County, Virginia",0.000,834
"Greenup County, Kentucky",0.000,835
"Greer County, Oklahoma",0.015,836
"Gregory County, South Dakota",0.000,837
"Grenada County, Mississippi",0.000,838
"Griggs County, North Dakota",0.000,839
"Grundy County, Iowa",0.000,840
"Grundy County, Tennessee",0.000,841
"Guernsey County, Ohio",0.000,842
"Guilford County, North Carolina",0.000,843
"Gulf County, Florida",0.000,844
"Gunnison County, Colorado",0.000,845
"Guthrie County, Iowa",0.000,846
"Gwinnett County, Georgia",0.000,847
"Haakon County, South Dakota",0.000,848
"Habersham County, Georgia",0.000,849
"Hale County, Alabama",0.000,850
"Halifax County, North Carolina",0.000,851
"Halifax County, Virginia",0.000,852
"Hall County, Georgia",0.051,853
"Hall County, Nebraska",0.000,854
"Hamblen County, Tennessee",0.000,855
"Hamilton County, Florida",0.000,856
"Hamilton County, Indiana",0.000,857
"Hamilton County, Iowa",0.000,858
"Hamilton County, Nebraska",0.000,859
"Hamilton County, New York",0.000,860
"Hamilton County, Ohio",0.000,861
"Hamilton County, Tennessee",0.000,862
"Hamlin County, South Dakota",0.000,863
"Hampden County, Massachusetts",0.000,864
"Hampshire County, Massachusetts",0.000,865
"Hampshire County, West Virginia",0.000,866
"Hampton city, Virginia",0.000,867
"Hancock County, Georgia",0.000,868
"Hancock County, Indiana",0.000,869
"Hancock County, Iowa",0.000,870
"Hancock County, Kentucky",0.000,871
"Hancock County, Maine",0.000,872
"Hancock County, Mississippi",0.000,873
"Hancock County, Ohio",0.000,874
"Hancock County, Tennessee",0.000,875
"Hancock County, West Virginia",0.000,876
"Hand County, South Dakota",0.000,877
"Hanover County, Virginia",0.000,878
"Hanson County, South Dakota",0.000,879
"Haralson County, Georgia",0.000,880
"Hardee County, Florida",0.000,881
"Hardeman County, Tennessee",0.000,882
"Hardin County, Iowa",0.000,883
"Hardin County, Kentucky",0.000,884
"Hardin County, Ohio",0.000,885
"Hardin County, Tennessee",0.000,886
"Harding County, South Dakota",0.000,887
"Hardy County, West Virginia",0.000,888
"Harford County, Maryland",0.000,889
"Harlan County, Kentucky",0.000,890
"Harlan County, Nebraska",0.000,891
"Harmon County, Oklahoma",0.022,892
"Harnett County, North Carolina",0.000,893
"Harper County, Oklahoma",0.036,894
"Harris County, Georgia",0.000,895
"Harrison County, Indiana",0.000,896
"Harrison County, Iowa",0.000,897
"Harrison County, Kentucky",0.000,898
"Harrison County, Mississippi",0.000,899
"Harrison County, Ohio",0.000,900
"Harrison County, West Virginia",0.000,901
"Harrisonburg city, Virginia",0.000,902
"Hart County, Georgia",0.000,903
"Hart County, Kentucky",0.000,904
"Hartford County, Connecticut",0.000,905
"Haskell County, Oklahoma",0.000,906
"Hawkins County, Tennessee",0.000,907
"Hayes County, Nebraska",0.000,908
"Haywood County, North Carolina",0.000,909
"Haywood County, Tennessee",0.000,910
"Heard County, Georgia",0.000,911
"Hempstead County, Arkansas",0.000,912
"Henderson County, Kentucky",0.000,913
"Henderson County, North Carolina",0.001,914
"Henderson County, Tennessee",0.000,915
"Hendricks County, Indiana",0.000,916
"Hendry County, Florida",0.000,917
"Hennepin County, Minnesota",0.000,918
"Henrico County, Virginia",0.000,919
"Henry County, Alabama",0.000,920
"Henry County, Georgia",0.000,921
"Henry County, Indiana",0.000,922
"Henry County, Iowa",0.000,923
"Henry County, Kentucky",0.000,924
"Henry County, Ohio",0.000,925
"Henry County, Tennessee",0.000,926
"Henry County, Virginia",0.000,927
"Herkimer County, New York",0.000,928
"Hernando County, Florida",0.000,929
"Hertford County, North Carolina",0.000,930
"Hettinger County, North Dakota",0.000,931
"Hickman County, Kentucky",0.000,932
"Hickman County, Tennessee",0.000,933
"Highland County, Ohio",0.000,934
"Highland County, Virginia",0.000,935
"Highlands County, Florida",0.000,936
"Hill County, Montana",0.000,937
"Hillsborough County, Florida",0.000,938
"Hillsborough County, New Hampshire",0.000,939
"Hillsdale County, Michigan",0.000,940
"Hinds County, Mississippi",0.000,941
"Hinsdale County, Colorado",0.000,942
"Hitchcock County, Nebraska",0.000,943
"Hocking County, Ohio",0.000,944
"Hoke County, North Carolina",0.000,945
"Holmes County, Florida",0.000,946
"Holmes County, Mississippi",0.000,947
"Holmes County, Ohio",0.000,948
"Holt County, Nebraska",0.000,949
"Hooker County, Nebraska",0.000,950
"Hopewell city, Virginia",0.000,951
"Hopkins County, Kentucky",0.000,952
"Hot Spring County, Arkansas",0.000,953
"Hot Springs County, Wyoming",0.000,954
"Houghton County, Michigan",0.000,955
"Houston County, Alabama",0.000,956
"Houston County, Georgia",0.000,957
"Houston County, Minnesota",0.000,958
"Houston County, Tennessee",0.000,959
"Howard County, Arkansas",0.000,960
"Howard County, Indiana",0.000,961
"Howard County, Iowa",0.000,962
"Howard County, Maryland",0.000,963
"Howard County, Nebraska",0.000,964
"Hubbard County, Minnesota",0.000,965
"Hudson County, New Jersey",0.000,966
"Huerfano County, Colorado",0.000,967
"Hughes County, Oklahoma",0.000,968
"Hughes County, South Dakota",0.000,969
"Humboldt County, Iowa",0.000,970
"Humboldt County, Nevada",0.000,971
"Humphreys County, Mississippi",0.000,972
"Humphreys County, Tennessee",0.000,973
"Hunterdon County, New Jersey",0.000,974
"Huntingdon County, Pennsylvania",0.000,975
"Huntington County, Indiana",0.000,976
"Huron County, Michigan",0.000,977
"Huron County, Ohio",0.000,978
"Hutchinson County, South Dakota",0.000,979
"Hyde County, North Carolina",0.000,980
"Hyde County, South Dakota",0.000,981
"Iberia Parish, Louisiana",0.000,982
"Iberville Parish, Louisiana",0.000,983
"Ida County, Iowa",0.000,984
"Independence County, Arkansas",0.000,985
"Indian River County, Florida",0.000,986
"Indiana County, Pennsylvania",0.000,987
"Ingham County, Michigan",0.000,988
"Ionia County, Michigan",0.000,989
"Iosco County, Michigan",0.000,990
"Iowa County, Iowa",0.000,991
"Iowa County, Wisconsin",0.000,992
"Iredell County, North Carolina",0.000,993
"Iron County, Michigan",0.000,994
"Iron County, Utah",0.000,995
"Iron County, Wisconsin",0.000,996
"Irwin County, Georgia",0.000,997
"Isabella County, Michigan",0.000,998
"Isanti County, Minnesota",0.000,999
"Island County, Washington",0.009,1000
"Isle of Wight County, Virginia",0.000,1001
"Issaquena County, Mississippi",0.000,1002
"Itasca County, Minnesota",0.000,1003
"Itawamba County, Mississippi",0.000,1004
"Izard County, Arkansas",0.007,1005
"Jackson County, Alabama",0.000,1006
"Jackson County, Arkansas",0.000,1007
"Jackson County, Colorado",0.000,1008
"Jackson County, Florida",0.000,1009
"Jackson County, Georgia",0.000,1010
"Jackson County, Indiana",0.000,1011
"Jackson County, Iowa",0.000,1012
"Jackson County, Kentucky",0.000,1013
"Jackson County, Michigan",0.000,1014
"Jackson County, Minnesota",0.000,1015
"Jackson County, Mississippi",0.000,1016
"Jackson County, North Carolina",0.000,1017
"Jackson County, Ohio",0.000,1018
"Jackson County, Oklahoma",0.000,1019
"Jackson County, South Dakota",0.000,1020
"Jackson County, Tennessee",0.000,1021
"Jackson County, West Virginia",0.000,1022
"Jackson County, Wisconsin",0.000,1023
"Jackson Parish, Louisiana",0.000,1024
"James City County, Virginia",0.000,1025
"Jasper County, Georgia",0.000,1026
"Jasper County, Indiana",0.000,1027
"Jasper County, Iowa",0.000,1028
"Jasper County, Mississippi",0.000,1029
"Jay County, Indiana",0.000,1030
"Jeff Davis County, Georgia",0.000,1031
"Jefferson County, Alabama",0.000,1032
"Jefferson County, Arkansas",0.000,1033
"Jefferson County, Colorado",0.000,1034
"Jefferson County, Florida",0.000,1035
"Jefferson County, Georgia",0.000,1036
"Jefferson County, Indiana",0.000,1037
"Jefferson County, Iowa",0.000,1038
"Jefferson County, Kentucky",0.000,1039
"Jefferson County, Mississippi",0.000,1040
"Jefferson County, Montana",0.000,1041
"Jefferson County, Nebraska",0.000,1042
"Jefferson County, New York",0.000,1043
"Jefferson County, Ohio",0.000,1044
"Jefferson County, Oklahoma",0.000,1045
"Jefferson County, Pennsylvania",0.000,1046
"Jefferson County, Tennessee",0.000,1047
"Jefferson County, Washington",0.000,1048
"Jefferson County, West Virginia",0.000,1049
"Jefferson County, Wisconsin",0.000,1050
"Jefferson Davis County, Mississippi",0.000,1051
"Jefferson Davis Parish, Louisiana",0.000,1052
"Jefferson Parish, Louisiana",0.000,1053
"Jenkins County, Georgia",0.000,1054
"Jennings County, Indiana",0.000,1055
"Jerauld County, South Dakota",0.000,1056
"Jessamine County, Kentucky",0.000,1057
"Johnson County, Arkansas",0.000,1058
"Johnson County, Georgia",0.000,1059
"Johnson County, Indiana",0.000,1060
"Johnson County, Iowa",0.000,1061
"Johnson County, Kentucky",0.000,1062
"Johnson County, Nebraska",0.000,1063
"Johnson County, Tennessee",0.000,1064
"Johnson County, Wyoming",0.000,1065
"Johnston County, North Carolina",0.000,1066
"Johnston County, Oklahoma",0.000,1067
"Jones County, Georgia",0.000,1068
"Jones County, Iowa",0.000,1069
"Jones County, Mississippi",0.000,1070
"Jones County, North Carolina",0.000,1071
"Jones County, South Dakota",0.000,1072
"Juab County, Utah",0.000,1073
"Judith Basin County, Montana",0.000,1074
"Juneau County, Wisconsin",0.000,1075
"Juniata County, Pennsylvania",0.000,1076
"Kalamazoo County, Michigan",0.000,1077
"Kalkaska County, Michigan",0.000,1078
"Kanabec County, Minnesota",0.000,1079
"Kanawha County, West Virginia",0.000,1080
"Kandiyohi County, Minnesota",0.000,1081
"Kane County, Utah",0.000,1082
"Kay County, Oklahoma",0.000,1083
"Kearney County, Nebraska",0.000,1084
"Keith County, Nebraska",0.000,1085
"Kemper County, Mississippi",0.000,1086
"Kennebec County, Maine",0.000,1087
"Kenosha County, Wisconsin",0.000,1088
"Kent County, Delaware",0.000,1089
"Kent County, Maryland",0.000,1090
"Kent County, Michigan",0.000,1091
"Kent County, Rhode Island",0.000,1092
"Kenton County, Kentucky",0.000,1093
"Keokuk County, Iowa",0.000,1094
"Kewaunee County, Wisconsin",0.000,1095
"Keweenaw County, Michigan",0.000,1096
"Keya Paha County, Nebraska",0.000,1097
"Kidder County, North Dakota",0.000,1098
"Kimball County, Nebraska",0.000,1099
"King County, Washington",0.000,1100
"King George County, Virginia",0.000,1101
"King William County, Virginia",0.000,1102
"King and Queen County, Virginia",0.000,1103
"Kingfisher County, Oklahoma",0.000,1104
"Kings County, New York",0.000,1105
"Kingsbury County, South Dakota",0.000,1106
"Kiowa County, Colorado",0.000,1107
"Kiowa County, Oklahoma",0.000,1108
"Kit Carson County, Colorado",0.000,1109
"Kitsap County, Washington",0.000,1110
"Kittitas County, Washington",0.000,1111
"Kittson County, Minnesota",0.000,1112
"Klickitat County, Washington",0.000,1113
"Knott County, Kentucky",0.000,1114
"Knox County, Indiana",0.000,1115
"Knox County, Kentucky",0.000,1116
"Knox County, Maine",0.000,1117
"Knox County, Nebraska",0.000,1118
"Knox County, Ohio",0.000,1119
"Knox County, Tennessee",0.000,1120
"Koochiching County, Minnesota",0.000,1121
"Kosciusko County, Indiana",0.000,1122
"Kossuth County, Iowa",0.000,1123
"La Crosse County, Wisconsin",0.000,1124
"La Plata County, Colorado",0.000,1125
"LaGrange County, Indiana",0.000,1126
"LaMoure County, North Dakota",0.000,1127
"LaPorte County, Indiana",0.000,1128
"LaSalle Parish, Louisiana",0.000,1129
"Lac qui Parle County, Minnesota",0.000,1130
"Lackawanna County, Pennsylvania",0.000,1131
"Lafayette County, Arkansas",0.000,1132
"Lafayette County, Florida",0.000,1133
"Lafayette County, Mississippi",0.000,1134
"Lafayette County, Wisconsin",0.000,1135
"Lafayette Parish, Louisiana",0.000,1136
"Lafourche Parish, Louisiana",0.000,1137
"Lake County, Colorado",0.000,1138
"Lake County, Florida",0.000,1139
"Lake County, Indiana",0.000,1140
"Lake County, Michigan",0.000,1141
"Lake County, Minnesota",0.000,1142
"Lake County, Montana",0.000,1143
"Lake County, Ohio",0.000,1144
"Lake County, South Dakota",0.000,1145
"Lake County, Tennessee",0.000,1146
"Lake of the Woods County, Minnesota",0.000,1147
"Lamar County, Alabama",0.000,1148
"Lamar County, Georgia",0.000,1149
"Lamar County, Mississippi",0.000,1150
"Lamoille County, Vermont",0.000,1151
"Lancaster County, Nebraska",0.000,1152
"Lancaster County, Pennsylvania",0.000,1153
"Lancaster County, Virginia",0.000,1154
"Lander County, Nevada",0.000,1155
"Langlade County, Wisconsin",0.000,1156
"Lanier County, Georgia",0.000,1157
"Lapeer County, Michigan",0.000,1158
"Laramie County, Wyoming",0.000,1159
"Larimer County, Colorado",0.000,1160
"Larue County, Kentucky",0.000,1161
"Las Animas County, Colorado",0.000,1162
"Latimer County, Oklahoma",0.000,1163
"Lauderdale County, Alabama",0.000,1164
"Lauderdale County, Mississippi",0.000,1165
"Lauderdale County, Tennessee",0.000,1166
"Laurel County, Kentucky",0.000,1167
"Laurens County, Georgia",0.000,1168
"Lawrence County, Alabama",0.000,1169
"Lawrence County, Arkansas",0.000,1170
"Lawrence County, Indiana",0.000,1171
"Lawrence County, Kentucky",0.000,1172
"Lawrence County, Mississippi",0.000,1173
"Lawrence County, Ohio",0.000,1174
"Lawrence County, Pennsylvania",0.000,1175
"Lawrence County, South Dakota",0.000,1176
"Lawrence County, Tennessee",0.000,1177
"Le Flore County, Oklahoma",0.000,1178
"Le Sueur County, Minnesota",0.000,1179
"Leake County, Mississippi",0.000,1180
"Lebanon County, Pennsylvania",0.000,1181
"Lee County, Alabama",0.000,1182
"Lee County, Arkansas",0.000,1183
"Lee County, Florida",0.000,1184
"Lee County, Georgia",0.000,1185
"Lee County, Iowa",0.000,1186
"Lee County, Kentucky",0.000,1187
"Lee County, Mississippi",0.000,1188
"Lee County, North Carolina",0.000,1189
"Lee County, Virginia",0.000,1190
"Leelanau County, Michigan",0.000,1191
"Leflore County, Mississippi",0.000,1192
"Lehigh County, Pennsylvania",0.000,1193
"Lenawee County, Michigan",0.000,1194
"Lenoir County, North Carolina",0.000,1195
"Leon County, Florida",0.000,1196
"Leslie County, Kentucky",0.000,1197
"Letcher County, Kentucky",0.000,1198
"Levy County, Florida",0.000,1199
"Lewis County, Kentucky",0.000,1200
"Lewis County, New York",0.000,1201
"Lewis County, Tennessee",0.000,1202
"Lewis County, Washington",0.000,1203
"Lewis County, West Virginia",0.000,1204
"Lewis and Clark County, Montana",0.000,1205
"Lexington city, Virginia",0.000,1206
"Liberty County, Florida",0.000,1207
"Liberty County, Georgia",0.000,1208
"Liberty County, Montana",0.000,1209
"Licking County, Ohio",0.000,1210
"Limestone County, Alabama",0.001,1211
"Lincoln County, Arkansas",0.000,1212
"Lincoln County, Colorado",0.000,1213
"Lincoln County, Georgia",0.000,1214
"Lincoln County, Kentucky",0.000,1215
"Lincoln County, Maine",0.000,1216
"Lincoln County, Minnesota",0.000,1217
"Lincoln County, Mississippi",0.000,1218
"Lincoln County, Montana",0.000,1219
"Lincoln County, Nebraska",0.000,1220
"Lincoln County, Nevada",0.000,1221
"Lincoln County, North Carolina",0.000,1222
"Lincoln County, Oklahoma",0.000,1223
"Lincoln County, South Dakota",0.000,1224
"Lincoln County, Tennessee",0.000,1225
"Lincoln County, Washington",0.000,1226
"Lincoln County, West Virginia",0.000,1227
"Lincoln County, Wisconsin",0.000,1228
"Lincoln County, Wyoming",0.000,1229
"Lincoln Parish, Louisiana",0.000,1230
"Linn County, Iowa",0.000,1231
"Litchfield County, Connecticut",0.000,1232
"Little River County, Arkansas",0.000,1233
"Livingston County, Kentucky",0.000,1234
"Livingston County, Michigan",0.000,1235
"Livingston County, New York",0.000,1236
"Livingston Parish, Louisiana",0.000,1237
"Logan County, Arkansas",0.000,1238
"Logan County, Colorado",0.000,1239
"Logan County, Kentucky",0.000,1240
"Logan County, Nebraska",0.000,1241
"Logan County, North Dakota",0.000,1242
"Logan County, Ohio",0.000,1243
"Logan County, Oklahoma",0.000,1244
"Logan County, West Virginia",0.000,1245
"Long County, Georgia",0.000,1246
"Lonoke County, Arkansas",0.000,1247
"Lorain County, Ohio",0.000,1248
"Loudon County, Tennessee",0.000,1249
"Loudoun County, Virginia",0.000,1250
"Louisa County, Iowa",0.000,1251
"Louisa County, Virginia",0.000,1252
"Loup County, Nebraska",0.000,1253
"Love County, Oklahoma",0.000,1254
"Lowndes County, Alabama",0.000,1255
"Lowndes County, Georgia",0.000,1256
"Lowndes County, Mississippi",0.000,1257
"Lucas County, Iowa",0.000,1258
"Lucas County, Ohio",0.000,1259
"Luce County, Michigan",0.000,1260
"Lumpkin County, Georgia",0.000,1261
"Lunenburg County, Virginia",0.000,1262
"Luzerne County, Pennsylvania",0.000,1263
"Lycoming County, Pennsylvania",0.000,1264
"Lyman County, South Dakota",0.000,1265
"Lynchburg city, Virginia",0.000,1266
"Lyon County, Iowa",0.000,1267
"Lyon County, Kentucky",0.000,1268
"Lyon County, Minnesota",0.000,1269
"Lyon County, Nevada",0.013,1270
"Mackinac County, Michigan",0.000,1271
"Macomb County, Michigan",0.000,1272
"Macon County, Alabama",0.000,1273
"Macon County, Georgia",0.000,1274
"Macon County, North Carolina",0.000,1275
"Macon County, Tennessee",0.000,1276
"Madison County, Alabama",0.000,1277
"Madison County, Arkansas",0.000,1278
"Madison County, Florida",0.000,1279
"Madison County, Georgia",0.000,1280
"Madison County, Indiana",0.000,1281
"Madison County, Iowa",0.000,1282
"Madison County, Kentucky",0.000,1283
"Madison County, Mississippi",0.000,1284
"Madison County, Montana",0.000,1285
"Madison County, Nebraska",0.000,1286
"Madison County, New York",0.000,1287
"Madison County, North Carolina",0.000,1288
"Madison County, Ohio",0.000,1289
"Madison County, Tennessee",0.000,1290
"Madison County, Virginia",0.000,1291
"Madison Parish, Louisiana",0.000,1292
"Magoffin County, Kentucky",0.000,1293
"Mahaska County, Iowa",0.000,1294
"Mahnomen County, Minnesota",0.000,1295
"Mahoning County, Ohio",0.000,1296
"Major County, Oklahoma",0.008,1297
"Manassas Park city, Virginia",0.000,1298
"Manassas city, Virginia",0.000,1299
"Manatee County, Florida",0.000,1300
"Manistee County, Michigan",0.000,1301
"Manitowoc County, Wisconsin",0.000,1302
"Marathon County, Wisconsin",0.000,1303
"Marengo County, Alabama",0.000,1304
"Marinette County, Wisconsin",0.000,1305
"Marion County, Alabama",0.000,1306
"Marion County, Arkansas",0.000,1307
"Marion County, Florida",0.000,1308
"Marion County, Georgia",0.000,1309
"Marion County, Indiana",0.000,1310
"Marion County, Iowa",0.000,1311
"Marion County, Kentucky",0.000,1312
"Marion County, Mississippi",0.000,1313
"Marion County, Ohio",0.000,1314
"Marion County, Tennessee",0.000,1315
"Marion County, West Virginia",0.000,1316
"Marquette County, Michigan",0.000,1317
"Marquette County, Wisconsin",0.000,1318
"Marshall County, Alabama",0.000,1319
"Marshall County, Indiana",0.000,1320
"Marshall County, Iowa",0.000,1321
"Marshall County, Kentucky",0.000,1322
"Marshall County, Minnesota",0.000,1323
"Marshall County, Mississippi",0.000,1324
"Marshall County, Oklahoma",0.000,1325
"Marshall County, South Dakota",0.000,1326
"Marshall County, Tennessee",0.000,1327
"Marshall County, West Virginia",0.000,1328
"Martin County, Florida",0.000,1329
"Martin County, Indiana",0.000,1330
"Martin County, Kentucky",0.000,1331
"Martin County, Minnesota",0.000,1332
"Martin County, North Carolina",0.000,1333
"Martinsville city, Virginia",0.000,1334
"Mason County, Kentucky",0.000,1335
"Mason County, Michigan",0.000,1336
"Mason County, Washington",0.000,1337
"Mason County, West Virginia",0.000,1338
"Mathews County, Virginia",0.000,1339
"Maury County, Tennessee",0.000,1340
"Mayes County, Oklahoma",0.000,1341
"McClain County, Oklahoma",0.028,1342
"McCone County, Montana",0.000,1343
"McCook County, South Dakota",0.000,1344
"McCracken County, Kentucky",0.000,1345
"McCreary County, Kentucky",0.000,1346
"McCurtain County, Oklahoma",0.000,1347
"McDowell County, North Carolina",0.000,1348
"McDowell County, West Virginia",0.000,1349
"McDuffie County, Georgia",0.000,1350
"McHenry County, North Dakota",0.000,1351
"McIntosh County, Georgia",0.000,1352
"McIntosh County, North Dakota",0.000,1353
"McIntosh County, Oklahoma",0.000,1354
"McKean County, Pennsylvania",0.000,1355
"McKenzie County, North Dakota",0.000,1356
"McLean County, Kentucky",0.000,1357
"McLean County, North Dakota",0.000,1358
"McLeod County, Minnesota",0.000,1359
"McMinn County, Tennessee",0.000,1360
"McNairy County, Tennessee",0.000,1361
"McPherson County, Nebraska",0.000,1362
"McPherson County, South Dakota",0.000,1363
"Meade County, Kentucky",0.000,1364
"Meade County, South Dakota",0.000,1365
"Meagher County, Montana",0.000,1366
"Mecklenburg County, North Carolina",0.000,1367
"Mecklenburg County, Virginia",0.000,1368
"Mecosta County, Michigan",0.000,1369
"Medina County, Ohio",0.000,1370
"Meeker County, Minnesota",0.000,1371
"Meigs County, Ohio",0.000,1372
"Meigs County, Tennessee",0.000,1373
"Mellette County, South Dakota",0.000,1374
"Menifee County, Kentucky",0.000,1375
"Menominee County, Michigan",0.000,1376
"Menominee County, Wisconsin",0.000,1377
"Mercer County, Kentucky",0.000,1378
"Mercer County, New Jersey",0.000,1379
"Mercer County, North Dakota",0.000,1380
"Mercer County, Ohio",0.000,1381
"Mercer County, Pennsylvania",0.000,1382
"Mercer County, West Virginia",0.000,1383
"Meriwether County, Georgia",0.000,1384
"Merrick County, Nebraska",0.000,1385
"Merrimack County, New Hampshire",0.000,1386
"Mesa County, Colorado",0.000,1387
"Metcalfe County, Kentucky",0.000,1388
"Miami County, Indiana",0.000,1389
"Miami County, Ohio",0.000,1390
"Miami-Dade County, Florida",0.000,1391
"Middlesex County, Connecticut",0.000,1392
"Middlesex County, Massachusetts",0.000,1393
"Middlesex County, New Jersey",0.004,1394
"Middlesex County, Virginia",0.020,1395
"Midland County, Michigan",0.000,1396
"Mifflin County, Pennsylvania",0.000,1397
"Millard County, Utah",0.000,1398
"Mille Lacs County, Minnesota",0.000,1399
"Miller County, Arkansas",0.000,1400
"Miller County, Georgia",0.000,1401
"Mills County, Iowa",0.000,1402
"Milwaukee County, Wisconsin",0.000,1403
"Miner County, South Dakota",0.000,1404
"Mineral County, Colorado",0.000,1405
"Mineral County, Montana",0.000,1406
"Mineral County, Nevada",0.000,1407
"Mineral County, West Virginia",0.000,1408
"Mingo County, West Virginia",0.000,1409
"Minnehaha County, South Dakota",0.000,1410
"Missaukee County, Michigan",0.000,1411
"Mississippi County, Arkansas",0.000,1412
"Missoula County, Montana",0.000,1413
"Mitchell County, Georgia",0.000,1414
"Mitchell County, Iowa",0.000,1415
"Mitchell County, North Carolina",0.000,1416
"Mobile County, Alabama",0.000,1417
"Moffat County, Colorado",0.000,1418
"Monmouth County, New Jersey",0.000,1419
"Monona County, Iowa",0.000,1420
"Monongalia County, West Virginia",0.002,1421
"Monroe County, Alabama",0.000,1422
"Monroe County, Arkansas",0.000,1423
"Monroe County, Florida",0.000,1424
"Monroe County, Georgia",0.000,1425
"Monroe County, Indiana",0.000,1426
"Monroe County, Iowa",0.000,1427
"Monroe County, Kentucky",0.000,1428
"Monroe County, Michigan",0.000,1429
"Monroe County, Mississippi",0.000,1430
"Monroe County, New York",0.000,1431
"Monroe County, Ohio",0.000,1432
"Monroe County, Pennsylvania",0.000,1433
"Monroe County, Tennessee",0.000,1434
"Monroe County, West Virginia",0.000,1435
"Monroe County, Wisconsin",0.000,1436
"Montcalm County, Michigan",0.000,1437
"Montezuma County, Colorado",0.000,1438
"Montgomery County, Alabama",0.000,1439
"Montgomery County, Arkansas",0.000,1440
"Montgomery County, Georgia",0.000,1441
"Montgomery County, Indiana",0.000,1442
"Montgomery County, Iowa",0.000,1443
"Montgomery County, Kentucky",0.000,1444
"Montgomery County, Maryland",0.000,1445
"Montgomery County, Mississippi",0.000,1446
"Montgomery County, New York",0.000,1447
"Montgomery County, North Carolina",0.001,1448
"Montgomery County, Ohio",0.000,1449
"Montgomery County, Pennsylvania",0.000,1450
"Montgomery County, Tennessee",0.000,1451
"Montgomery County, Virginia",0.000,1452
"Montmorency County, Michigan",0.000,1453
"Montour County, Pennsylvania",0.000,1454
"Montrose County, Colorado",0.000,1455
"Moody County, South Dakota",0.000,1456
"Moore County, North Carolina",0.000,1457
"Moore County, Tennessee",0.000,1458
"Morehouse Parish, Louisiana",0.000,1459
"Morgan County, Alabama",0.000,1460
"Morgan County, Colorado",0.084,1461
"Morgan County, Georgia",0.000,1462
"Morgan County, Indiana",0.000,1463
"Morgan County, Kentucky",0.000,1464
"Morgan County, Ohio",0.000,1465
"Morgan County, Tennessee",0.000,1466
"Morgan County, Utah",0.000,1467
"Morgan County, West Virginia",0.000,1468
"Morrill County, Nebraska",0.000,1469
